,date,region,sale
4371,2018-07-12,west,1719.0
4399,2018-07-13,west,1509.0
4427,2018-07-14,west,1575.0
4455,2018-07-15,west,1539.0
4483,2018-07-16,west,1515.0
4511,2018-07-17,west,1614.0
4539,2018-07-18,west,1659.0
4567,2018-07-19,west,1527.0
4595,2018-07-20,west,1653.0
4623,2018-07-21,west,1656.0
4651,2018-07-22,west,1647.0
4679,2018-07-23,west,1629.0
4063,2018-07-01,west,1554.0
5379,2018-08-17,west,1752.0
2691,2018-05-13,west,1644.0
2635,2018-05-11,west,1617.0
703,2018-03-03,west,1557.0
731,2018-03-04,west,1674.0
759,2018-03-05,west,1746.0
787,2018-03-06,west,1800.0
815,2018-03-07,west,1650.0
843,2018-03-08,west,1668.0
871,2018-03-09,west,1704.0
899,2018-03-10,west,1584.0
927,2018-03-11,west,1590.0
675,2018-03-02,west,1773.0
955,2018-03-12,west,1659.0
1011,2018-03-14,west,1776.0
1039,2018-03-15,west,1647.0
1067,2018-03-16,west,1767.0
1095,2018-03-17,west,1662.0
1123,2018-03-18,west,1659.0
1151,2018-03-19,west,1545.0
1179,2018-03-20,west,1677.0
1207,2018-03-21,west,1578.0
1235,2018-03-22,west,1578.0
983,2018-03-13,west,1515.0
647,2018-03-01,west,1668.0
619,2018-02-28,west,1557.0
591,2018-02-27,west,1620.0
3,2018-02-06,west,1557.0
31,2018-02-07,west,1635.0
59,2018-02-08,west,1701.0
87,2018-02-09,west,1515.0
115,2018-02-10,west,1674.0
143,2018-02-11,west,1764.0
171,2018-02-12,west,1653.0
199,2018-02-13,west,1725.0
227,2018-02-14,west,1512.0
255,2018-02-15,west,1614.0
283,2018-02-16,west,1752.0
311,2018-02-17,west,1575.0
339,2018-02-18,west,1737.0
367,2018-02-19,west,1539.0
395,2018-02-20,west,1551.0
423,2018-02-21,west,1548.0
451,2018-02-22,west,1764.0
479,2018-02-23,west,1773.0
507,2018-02-24,west,1722.0
535,2018-02-25,west,1659.0
563,2018-02-26,west,1530.0
1263,2018-03-23,west,1764.0
2663,2018-05-12,west,1578.0
1291,2018-03-24,west,1728.0
1347,2018-03-26,west,1752.0
2075,2018-04-21,west,1578.0
2103,2018-04-22,west,1626.0
2131,2018-04-23,west,1521.0
2159,2018-04-24,west,1743.0
2187,2018-04-25,west,1557.0
2215,2018-04-26,west,1563.0
2243,2018-04-27,west,1716.0
2271,2018-04-28,west,1590.0
2299,2018-04-29,west,1638.0
2047,2018-04-20,west,1509.0
2327,2018-04-30,west,1602.0
2383,2018-05-02,west,1653.0
2411,2018-05-03,west,1770.0
2439,2018-05-04,west,1629.0
2467,2018-05-05,west,1587.0
2495,2018-05-06,west,1617.0
2523,2018-05-07,west,1740.0
2551,2018-05-08,west,1635.0
2579,2018-05-09,west,1512.0
2607,2018-05-10,west,1716.0
2355,2018-05-01,west,1536.0
2019,2018-04-19,west,1767.0
1991,2018-04-18,west,1719.0
1963,2018-04-17,west,1539.0
1375,2018-03-27,west,1704.0
1403,2018-03-28,west,1629.0
1431,2018-03-29,west,1779.0
1459,2018-03-30,west,1725.0
1487,2018-03-31,west,1785.0
1515,2018-04-01,west,1506.0
1543,2018-04-02,west,1530.0
1571,2018-04-03,west,1533.0
1599,2018-04-04,west,1623.0
1627,2018-04-05,west,1749.0
1655,2018-04-06,west,1515.0
1683,2018-04-07,west,1617.0
1711,2018-04-08,west,1701.0
1739,2018-04-09,west,1557.0
1767,2018-04-10,west,1728.0
1795,2018-04-11,west,1764.0
1823,2018-04-12,west,1749.0
1851,2018-04-13,west,1749.0
1879,2018-04-14,west,1638.0
1907,2018-04-15,west,1653.0
1935,2018-04-16,west,1527.0
1319,2018-03-25,west,1707.0
5407,2018-08-18,west,1713.0
5435,2018-08-19,west,1575.0
5463,2018-08-20,west,1506.0
8991,2018-12-24,west,1500.0
9019,2018-12-25,west,1533.0
9047,2018-12-26,west,1587.0
9075,2018-12-27,west,1713.0
9103,2018-12-28,west,1797.0
9131,2018-12-29,west,1740.0
9159,2018-12-30,west,1689.0
9187,2018-12-31,west,1653.0
9215,2019-01-01,west,1551.0
8963,2018-12-23,west,1731.0
9243,2019-01-02,west,1794.0
9299,2019-01-04,west,1638.0
9327,2019-01-05,west,1551.0
9355,2019-01-06,west,1638.0
9383,2019-01-07,west,1623.0
9411,2019-01-08,west,1701.0
9439,2019-01-09,west,1635.0
9467,2019-01-10,west,1686.0
9495,2019-01-11,west,1611.0
9523,2019-01-12,west,1752.0
9271,2019-01-03,west,1509.0
8935,2018-12-22,west,1527.0
8907,2018-12-21,west,1569.0
8879,2018-12-20,west,1626.0
8291,2018-11-29,west,1686.0
8319,2018-11-30,west,1551.0
8347,2018-12-01,west,1656.0
8375,2018-12-02,west,1737.0
8403,2018-12-03,west,1608.0
8431,2018-12-04,west,1587.0
8459,2018-12-05,west,1518.0
8487,2018-12-06,west,1662.0
8515,2018-12-07,west,1635.0
8543,2018-12-08,west,1719.0
8571,2018-12-09,west,1659.0
8599,2018-12-10,west,1767.0
8627,2018-12-11,west,1620.0
8655,2018-12-12,west,1743.0
8683,2018-12-13,west,1593.0
8711,2018-12-14,west,1704.0
8739,2018-12-15,west,1800.0
8767,2018-12-16,west,1641.0
8795,2018-12-17,west,1716.0
8823,2018-12-18,west,1779.0
8851,2018-12-19,west,1770.0
9551,2019-01-13,west,1728.0
8263,2018-11-28,west,1677.0
9579,2019-01-14,west,1791.0
9635,2019-01-16,west,1533.0
10363,2019-02-11,west,1551.0
10391,2019-02-12,west,1734.0
10419,2019-02-13,west,1731.0
10447,2019-02-14,west,1644.0
10475,2019-02-15,west,1734.0
10503,2019-02-16,west,1599.0
10531,2019-02-17,west,1641.0
10559,2019-02-18,west,1764.0
10587,2019-02-19,west,1644.0
10335,2019-02-10,west,1575.0
10615,2019-02-20,west,1656.0
10671,2019-02-22,west,1713.0
10699,2019-02-23,west,1614.0
10727,2019-02-24,west,1524.0
10755,2019-02-25,west,1578.0
10783,2019-02-26,west,1656.0
10811,2019-02-27,west,1635.0
10839,2019-02-28,west,1599.0
10867,2019-03-01,west,1539.0
10895,2019-03-02,west,1689.0
10643,2019-02-21,west,1719.0
10307,2019-02-09,west,1641.0
10279,2019-02-08,west,1788.0
10251,2019-02-07,west,1545.0
9663,2019-01-17,west,1653.0
9691,2019-01-18,west,1734.0
9719,2019-01-19,west,1701.0
9747,2019-01-20,west,1629.0
9775,2019-01-21,west,1593.0
9803,2019-01-22,west,1731.0
9831,2019-01-23,west,1662.0
9859,2019-01-24,west,1518.0
9887,2019-01-25,west,1767.0
9915,2019-01-26,west,1647.0
9943,2019-01-27,west,1785.0
9971,2019-01-28,west,1782.0
9999,2019-01-29,west,1614.0
10027,2019-01-30,west,1641.0
10055,2019-01-31,west,1740.0
10083,2019-02-01,west,1509.0
10111,2019-02-02,west,1611.0
10139,2019-02-03,west,1749.0
10167,2019-02-04,west,1542.0
10195,2019-02-05,west,1524.0
10223,2019-02-06,west,1692.0
9607,2019-01-15,west,1503.0
8235,2018-11-27,west,1644.0
8207,2018-11-26,west,1650.0
8179,2018-11-25,west,1731.0
6191,2018-09-15,west,1746.0
6219,2018-09-16,west,1782.0
6247,2018-09-17,west,1722.0
6275,2018-09-18,west,1692.0
6303,2018-09-19,west,1593.0
6331,2018-09-20,west,1569.0
6359,2018-09-21,west,1704.0
6387,2018-09-22,west,1641.0
6415,2018-09-23,west,1755.0
6163,2018-09-14,west,1701.0
6443,2018-09-24,west,1560.0
6499,2018-09-26,west,1500.0
6527,2018-09-27,west,1587.0
6555,2018-09-28,west,1512.0
6583,2018-09-29,west,1596.0
6611,2018-09-30,west,1524.0
6639,2018-10-01,west,1650.0
6667,2018-10-02,west,1740.0
6695,2018-10-03,west,1764.0
6723,2018-10-04,west,1797.0
6471,2018-09-25,west,1701.0
6135,2018-09-13,west,1539.0
6107,2018-09-12,west,1533.0
6079,2018-09-11,west,1524.0
5491,2018-08-21,west,1707.0
5519,2018-08-22,west,1800.0
5547,2018-08-23,west,1563.0
5575,2018-08-24,west,1644.0
5603,2018-08-25,west,1515.0
5631,2018-08-26,west,1584.0
5659,2018-08-27,west,1509.0
5687,2018-08-28,west,1722.0
5715,2018-08-29,west,1647.0
5743,2018-08-30,west,1770.0
5771,2018-08-31,west,1602.0
5799,2018-09-01,west,1557.0
5827,2018-09-02,west,1575.0
5855,2018-09-03,west,1650.0
5883,2018-09-04,west,1539.0
5911,2018-09-05,west,1599.0
5939,2018-09-06,west,1650.0
5967,2018-09-07,west,1653.0
5995,2018-09-08,west,1557.0
6023,2018-09-09,west,1704.0
6051,2018-09-10,west,1527.0
6751,2018-10-05,west,1794.0
6779,2018-10-06,west,1515.0
6807,2018-10-07,west,1578.0
6863,2018-10-09,west,1587.0
7591,2018-11-04,west,1644.0
7619,2018-11-05,west,1641.0
7647,2018-11-06,west,1641.0
7675,2018-11-07,west,1593.0
7703,2018-11-08,west,1569.0
7731,2018-11-09,west,1719.0
7759,2018-11-10,west,1770.0
7787,2018-11-11,west,1662.0
7815,2018-11-12,west,1797.0
7843,2018-11-13,west,1644.0
7871,2018-11-14,west,1572.0
7899,2018-11-15,west,1707.0
7927,2018-11-16,west,1578.0
7955,2018-11-17,west,1557.0
7983,2018-11-18,west,1647.0
8011,2018-11-19,west,1563.0
8039,2018-11-20,west,1674.0
8067,2018-11-21,west,1542.0
8095,2018-11-22,west,1737.0
8123,2018-11-23,west,1719.0
8151,2018-11-24,west,1518.0
7563,2018-11-03,west,1626.0
10951,2019-03-04,west,1632.0
7535,2018-11-02,west,1791.0
7479,2018-10-31,west,1506.0
6891,2018-10-10,west,1506.0
6919,2018-10-11,west,1674.0
6947,2018-10-12,west,1656.0
6975,2018-10-13,west,1686.0
7003,2018-10-14,west,1602.0
7031,2018-10-15,west,1626.0
7059,2018-10-16,west,1788.0
7087,2018-10-17,west,1644.0
7115,2018-10-18,west,1674.0
7143,2018-10-19,west,1689.0
7171,2018-10-20,west,1710.0
7199,2018-10-21,west,1767.0
7227,2018-10-22,west,1521.0
7255,2018-10-23,west,1755.0
7283,2018-10-24,west,1542.0
7311,2018-10-25,west,1653.0
7339,2018-10-26,west,1707.0
7367,2018-10-27,west,1785.0
7395,2018-10-28,west,1755.0
7423,2018-10-29,west,1782.0
7451,2018-10-30,west,1776.0
7507,2018-11-01,west,1551.0
13695,2019-06-10,west,1767.0
12322,2020-08-24,east,1755.0
5266,2019-12-16,east,1773.0
5294,2019-12-17,east,1689.0
5322,2019-12-18,east,1590.0
5350,2019-12-19,east,1503.0
12350,2020-08-25,east,1605.0
5378,2019-12-20,east,1788.0
5406,2019-12-21,east,1626.0
5434,2019-12-22,east,1725.0
5462,2019-12-23,east,1674.0
5490,2019-12-24,east,1674.0
5518,2019-12-25,east,1545.0
5546,2019-12-26,east,1500.0
5574,2019-12-27,east,1557.0
12294,2020-08-23,east,1593.0
5602,2019-12-28,east,1752.0
5630,2019-12-29,east,1767.0
5658,2019-12-30,east,1569.0
5686,2019-12-31,east,1533.0
12266,2020-08-22,east,1791.0
12378,2020-08-26,east,1758.0
5714,2020-01-01,east,1719.0
5238,2019-12-15,east,1587.0
5182,2019-12-13,east,1740.0
4762,2019-11-28,east,1707.0
4790,2019-11-29,east,1716.0
12490,2020-08-30,east,1713.0
4818,2019-11-30,east,1653.0
4846,2019-12-01,east,1617.0
4874,2019-12-02,east,1632.0
4902,2019-12-03,east,1749.0
12462,2020-08-29,east,1593.0
4930,2019-12-04,east,1662.0
4958,2019-12-05,east,1740.0
4986,2019-12-06,east,1542.0
5014,2019-12-07,east,1728.0
12434,2020-08-28,east,1554.0
5042,2019-12-08,east,1536.0
5070,2019-12-09,east,1728.0
5098,2019-12-10,east,1521.0
5126,2019-12-11,east,1542.0
12406,2020-08-27,east,1551.0
5154,2019-12-12,east,1563.0
5210,2019-12-14,east,1599.0
5742,2020-01-02,east,1542.0
5770,2020-01-03,east,1734.0
5798,2020-01-04,east,1791.0
6358,2020-01-24,east,1656.0
12098,2020-08-16,east,1629.0
6386,2020-01-25,east,1635.0
6414,2020-01-26,east,1716.0
6442,2020-01-27,east,1671.0
6470,2020-01-28,east,1647.0
12070,2020-08-15,east,1560.0
6498,2020-01-29,east,1740.0
6526,2020-01-30,east,1593.0
6554,2020-01-31,east,1779.0
6582,2020-02-01,east,1677.0
12042,2020-08-14,east,1716.0
6610,2020-02-02,east,1713.0
6638,2020-02-03,east,1764.0
6666,2020-02-04,east,1659.0
6694,2020-02-05,east,1734.0
12014,2020-08-13,east,1701.0
6722,2020-02-06,east,1782.0
6750,2020-02-07,east,1698.0
6330,2020-01-23,east,1575.0
6302,2020-01-22,east,1731.0
6274,2020-01-21,east,1719.0
12126,2020-08-17,east,1698.0
12238,2020-08-21,east,1521.0
5826,2020-01-05,east,1662.0
5854,2020-01-06,east,1512.0
5882,2020-01-07,east,1677.0
5910,2020-01-08,east,1767.0
12210,2020-08-20,east,1515.0
5938,2020-01-09,east,1671.0
5966,2020-01-10,east,1710.0
5994,2020-01-11,east,1722.0
4734,2019-11-27,east,1689.0
6022,2020-01-12,east,1662.0
6050,2020-01-13,east,1740.0
6078,2020-01-14,east,1566.0
6106,2020-01-15,east,1776.0
6134,2020-01-16,east,1635.0
12154,2020-08-18,east,1692.0
6162,2020-01-17,east,1665.0
6190,2020-01-18,east,1797.0
6218,2020-01-19,east,1575.0
6246,2020-01-20,east,1581.0
12182,2020-08-19,east,1674.0
4706,2019-11-26,east,1518.0
12518,2020-08-31,east,1623.0
4678,2019-11-25,east,1734.0
3194,2019-10-03,east,1677.0
3222,2019-10-04,east,1749.0
12882,2020-09-13,east,1554.0
3250,2019-10-05,east,1521.0
3278,2019-10-06,east,1566.0
3306,2019-10-07,east,1611.0
3334,2019-10-08,east,1611.0
12854,2020-09-12,east,1599.0
3362,2019-10-09,east,1689.0
3390,2019-10-10,east,1791.0
3418,2019-10-11,east,1704.0
3446,2019-10-12,east,1569.0
12826,2020-09-11,east,1611.0
3474,2019-10-13,east,1674.0
3502,2019-10-14,east,1692.0
3530,2019-10-15,east,1638.0
3558,2019-10-16,east,1683.0
12798,2020-09-10,east,1596.0
3586,2019-10-17,east,1671.0
3166,2019-10-02,east,1758.0
3138,2019-10-01,east,1632.0
12910,2020-09-14,east,1788.0
3110,2019-09-30,east,1716.0
2662,2019-09-14,east,1644.0
13022,2020-09-18,east,1701.0
2690,2019-09-15,east,1611.0
2718,2019-09-16,east,1797.0
2746,2019-09-17,east,1695.0
2774,2019-09-18,east,1638.0
12994,2020-09-17,east,1596.0
2802,2019-09-19,east,1506.0
2830,2019-09-20,east,1758.0
3614,2019-10-18,east,1590.0
2858,2019-09-21,east,1569.0
12966,2020-09-16,east,1710.0
2914,2019-09-23,east,1659.0
2942,2019-09-24,east,1602.0
2970,2019-09-25,east,1617.0
2998,2019-09-26,east,1686.0
12938,2020-09-15,east,1620.0
3026,2019-09-27,east,1728.0
3054,2019-09-28,east,1605.0
3082,2019-09-29,east,1614.0
2886,2019-09-22,east,1530.0
6778,2020-02-08,east,1755.0
3642,2019-10-19,east,1761.0
12770,2020-09-09,east,1551.0
12630,2020-09-04,east,1569.0
4258,2019-11-10,east,1767.0
4286,2019-11-11,east,1695.0
4314,2019-11-12,east,1632.0
4342,2019-11-13,east,1728.0
12602,2020-09-03,east,1581.0
4370,2019-11-14,east,1572.0
4398,2019-11-15,east,1614.0
4426,2019-11-16,east,1662.0
4454,2019-11-17,east,1515.0
12574,2020-09-02,east,1671.0
4482,2019-11-18,east,1719.0
4510,2019-11-19,east,1641.0
4538,2019-11-20,east,1512.0
4566,2019-11-21,east,1665.0
12546,2020-09-01,east,1539.0
4594,2019-11-22,east,1665.0
4622,2019-11-23,east,1521.0
4650,2019-11-24,east,1596.0
4230,2019-11-09,east,1656.0
4202,2019-11-08,east,1584.0
4174,2019-11-07,east,1728.0
4146,2019-11-06,east,1659.0
3698,2019-10-21,east,1698.0
3726,2019-10-22,east,1551.0
3754,2019-10-23,east,1758.0
3782,2019-10-24,east,1788.0
12742,2020-09-08,east,1539.0
3810,2019-10-25,east,1665.0
3838,2019-10-26,east,1740.0
3866,2019-10-27,east,1740.0
3894,2019-10-28,east,1626.0
3670,2019-10-20,east,1677.0
12714,2020-09-07,east,1608.0
3950,2019-10-30,east,1746.0
3978,2019-10-31,east,1533.0
4006,2019-11-01,east,1800.0
12686,2020-09-06,east,1794.0
4034,2019-11-02,east,1596.0
4062,2019-11-03,east,1617.0
4090,2019-11-04,east,1680.0
4118,2019-11-05,east,1758.0
12658,2020-09-05,east,1563.0
3922,2019-10-29,east,1719.0
2634,2019-09-13,east,1788.0
6806,2020-02-09,east,1644.0
6834,2020-02-10,east,1776.0
9466,2020-05-14,east,1737.0
9494,2020-05-15,east,1560.0
9522,2020-05-16,east,1509.0
11314,2020-07-19,east,1674.0
9550,2020-05-17,east,1668.0
9578,2020-05-18,east,1767.0
9606,2020-05-19,east,1515.0
9634,2020-05-20,east,1545.0
11286,2020-07-18,east,1749.0
9662,2020-05-21,east,1653.0
9690,2020-05-22,east,1569.0
9718,2020-05-23,east,1713.0
9746,2020-05-24,east,1509.0
11258,2020-07-17,east,1641.0
9774,2020-05-25,east,1563.0
9802,2020-05-26,east,1758.0
9830,2020-05-27,east,1656.0
9858,2020-05-28,east,1533.0
11230,2020-07-16,east,1605.0
9438,2020-05-13,east,1701.0
9886,2020-05-29,east,1698.0
11342,2020-07-20,east,1638.0
9382,2020-05-11,east,1680.0
8962,2020-04-26,east,1674.0
11454,2020-07-24,east,1575.0
8990,2020-04-27,east,1641.0
9018,2020-04-28,east,1581.0
9046,2020-04-29,east,1773.0
9074,2020-04-30,east,1590.0
11426,2020-07-23,east,1758.0
9102,2020-05-01,east,1641.0
9130,2020-05-02,east,1605.0
9158,2020-05-03,east,1719.0
9186,2020-05-04,east,1578.0
11398,2020-07-22,east,1668.0
9214,2020-05-05,east,1500.0
9242,2020-05-06,east,1767.0
9270,2020-05-07,east,1557.0
9298,2020-05-08,east,1695.0
11370,2020-07-21,east,1689.0
9326,2020-05-09,east,1560.0
9354,2020-05-10,east,1656.0
9410,2020-05-12,east,1614.0
9914,2020-05-30,east,1743.0
9942,2020-05-31,east,1791.0
9970,2020-06-01,east,1554.0
10530,2020-06-21,east,1725.0
11062,2020-07-10,east,1698.0
10558,2020-06-22,east,1539.0
10586,2020-06-23,east,1770.0
10614,2020-06-24,east,1791.0
10642,2020-06-25,east,1638.0
11034,2020-07-09,east,1596.0
10670,2020-06-26,east,1719.0
10698,2020-06-27,east,1578.0
10726,2020-06-28,east,1689.0
10754,2020-06-29,east,1662.0
11006,2020-07-08,east,1758.0
10782,2020-06-30,east,1668.0
10810,2020-07-01,east,1650.0
10838,2020-07-02,east,1581.0
10866,2020-07-03,east,1584.0
10978,2020-07-07,east,1656.0
10894,2020-07-04,east,1695.0
10922,2020-07-05,east,1647.0
10502,2020-06-20,east,1614.0
10474,2020-06-19,east,1578.0
10446,2020-06-18,east,1743.0
11090,2020-07-11,east,1554.0
11202,2020-07-15,east,1647.0
9998,2020-06-02,east,1800.0
10026,2020-06-03,east,1545.0
10054,2020-06-04,east,1707.0
10082,2020-06-05,east,1569.0
11174,2020-07-14,east,1695.0
10110,2020-06-06,east,1704.0
10138,2020-06-07,east,1743.0
10166,2020-06-08,east,1584.0
8934,2020-04-25,east,1755.0
10194,2020-06-09,east,1572.0
10222,2020-06-10,east,1617.0
10250,2020-06-11,east,1719.0
10278,2020-06-12,east,1575.0
10306,2020-06-13,east,1776.0
11118,2020-07-12,east,1773.0
10334,2020-06-14,east,1743.0
10362,2020-06-15,east,1674.0
10390,2020-06-16,east,1695.0
10418,2020-06-17,east,1734.0
11146,2020-07-13,east,1782.0
8906,2020-04-24,east,1506.0
8878,2020-04-23,east,1611.0
11482,2020-07-25,east,1611.0
7394,2020-03-01,east,1626.0
11846,2020-08-07,east,1641.0
7422,2020-03-02,east,1572.0
7450,2020-03-03,east,1623.0
7478,2020-03-04,east,1638.0
7506,2020-03-05,east,1530.0
11818,2020-08-06,east,1509.0
7534,2020-03-06,east,1698.0
7562,2020-03-07,east,1797.0
7590,2020-03-08,east,1599.0
7618,2020-03-09,east,1542.0
11790,2020-08-05,east,1653.0
7646,2020-03-10,east,1797.0
7674,2020-03-11,east,1662.0
7702,2020-03-12,east,1680.0
7730,2020-03-13,east,1749.0
11762,2020-08-04,east,1602.0
7758,2020-03-14,east,1755.0
7786,2020-03-15,east,1761.0
7366,2020-02-29,east,1524.0
7338,2020-02-28,east,1590.0
7310,2020-02-27,east,1581.0
11874,2020-08-08,east,1716.0
13694,2020-10-12,east,1653.0
6862,2020-02-11,east,1716.0
6890,2020-02-12,east,1599.0
6918,2020-02-13,east,1659.0
6946,2020-02-14,east,1698.0
11958,2020-08-11,east,1551.0
6974,2020-02-15,east,1545.0
7002,2020-02-16,east,1605.0
7030,2020-02-17,east,1722.0
7814,2020-03-16,east,1641.0
7058,2020-02-18,east,1704.0
7086,2020-02-19,east,1689.0
7114,2020-02-20,east,1632.0
7142,2020-02-21,east,1581.0
7170,2020-02-22,east,1632.0
11902,2020-08-09,east,1734.0
7198,2020-02-23,east,1686.0
7226,2020-02-24,east,1608.0
7254,2020-02-25,east,1566.0
7282,2020-02-26,east,1728.0
11930,2020-08-10,east,1647.0
11986,2020-08-12,east,1704.0
7842,2020-03-17,east,1794.0
7870,2020-03-18,east,1701.0
8430,2020-04-07,east,1500.0
8458,2020-04-08,east,1734.0
8486,2020-04-09,east,1629.0
8514,2020-04-10,east,1503.0
11566,2020-07-28,east,1608.0
8542,2020-04-11,east,1515.0
8570,2020-04-12,east,1773.0
8598,2020-04-13,east,1698.0
8626,2020-04-14,east,1644.0
11538,2020-07-27,east,1530.0
8654,2020-04-15,east,1764.0
8682,2020-04-16,east,1644.0
8710,2020-04-17,east,1584.0
8738,2020-04-18,east,1578.0
11510,2020-07-26,east,1575.0
8766,2020-04-19,east,1716.0
8794,2020-04-20,east,1725.0
8822,2020-04-21,east,1629.0
8850,2020-04-22,east,1569.0
11594,2020-07-29,east,1773.0
8402,2020-04-06,east,1782.0
8374,2020-04-05,east,1611.0
8346,2020-04-04,east,1722.0
7898,2020-03-19,east,1725.0
7926,2020-03-20,east,1677.0
7954,2020-03-21,east,1707.0
11706,2020-08-02,east,1623.0
7982,2020-03-22,east,1674.0
8010,2020-03-23,east,1593.0
8038,2020-03-24,east,1740.0
8066,2020-03-25,east,1623.0
11678,2020-08-01,east,1680.0
11734,2020-08-03,east,1503.0
8094,2020-03-26,east,1749.0
8150,2020-03-28,east,1728.0
8178,2020-03-29,east,1518.0
11650,2020-07-31,east,1533.0
8206,2020-03-30,east,1632.0
8234,2020-03-31,east,1572.0
8262,2020-04-01,east,1587.0
8290,2020-04-02,east,1794.0
11622,2020-07-30,east,1596.0
8318,2020-04-03,east,1560.0
8122,2020-03-27,east,1605.0
2606,2019-09-12,east,1701.0
10950,2020-07-06,east,1569.0
1430,2019-08-01,east,1710.0
2186,2019-08-28,east,1515.0
1122,2019-07-21,east,1719.0
2354,2019-09-03,east,1725.0
1346,2019-07-29,east,1719.0
394,2019-06-25,east,1623.0
1822,2019-08-15,east,1668.0
1962,2019-08-20,east,1536.0
730,2019-07-07,east,1644.0
1374,2019-07-30,east,1701.0
366,2019-06-24,east,1671.0
2382,2019-09-04,east,1515.0
13414,2020-10-02,east,1785.0
1094,2019-07-20,east,1782.0
758,2019-07-08,east,1797.0
422,2019-06-26,east,1794.0
1402,2019-07-31,east,1761.0
1794,2019-08-14,east,1524.0
13610,2020-10-09,east,1656.0
2158,2019-08-27,east,1665.0
2410,2019-09-05,east,1698.0
310,2019-06-22,east,1776.0
13498,2020-10-05,east,1662.0
618,2019-07-03,east,1704.0
13330,2020-09-29,east,1551.0
282,2019-06-21,east,1677.0
786,2019-07-09,east,1794.0
1066,2019-07-19,east,1761.0
2438,2019-09-06,east,1509.0
13246,2020-09-26,east,1521.0
1766,2019-08-13,east,1533.0
338,2019-06-23,east,1773.0
254,2019-06-20,east,1785.0
702,2019-07-06,east,1779.0
13358,2020-09-30,east,1509.0
1206,2019-07-24,east,1617.0
1906,2019-08-18,east,1722.0
590,2019-07-02,east,1686.0
13386,2020-10-01,east,1785.0
1178,2019-07-23,east,1707.0
562,2019-07-01,east,1659.0
2270,2019-08-31,east,1749.0
646,2019-07-04,east,1527.0
1234,2019-07-25,east,1557.0
13134,2020-09-22,east,1539.0
13218,2020-09-25,east,1743.0
13554,2020-10-07,east,1629.0
534,2019-06-30,east,1569.0
13526,2020-10-06,east,1779.0
13582,2020-10-08,east,1662.0
2214,2019-08-29,east,1632.0
2298,2019-09-01,east,1518.0
1262,2019-07-26,east,1557.0
506,2019-06-29,east,1536.0
1934,2019-08-19,east,1542.0
1150,2019-07-22,east,1506.0
1290,2019-07-27,east,1545.0
674,2019-07-05,east,1548.0
478,2019-06-28,east,1773.0
2046,2019-08-23,east,1629.0
1850,2019-08-16,east,1731.0
2326,2019-09-02,east,1596.0
13106,2020-09-21,east,1776.0
450,2019-06-27,east,1740.0
1318,2019-07-28,east,1551.0
1878,2019-08-17,east,1539.0
13078,2020-09-20,east,1590.0
2242,2019-08-30,east,1623.0
1458,2019-08-02,east,1782.0
2102,2019-08-25,east,1680.0
13302,2020-09-28,east,1599.0
2018,2019-08-22,east,1656.0
1010,2019-07-17,east,1722.0
114,2019-06-15,east,1764.0
1710,2019-08-11,east,1683.0
1990,2019-08-21,east,1590.0
870,2019-07-12,east,1635.0
1570,2019-08-06,east,1761.0
13470,2020-10-04,east,1500.0
13666,2020-10-11,east,1674.0
86,2019-06-14,east,1773.0
898,2019-07-13,east,1527.0
142,2019-06-16,east,1671.0
1598,2019-08-07,east,1623.0
13442,2020-10-03,east,1599.0
58,2019-06-13,east,1587.0
2074,2019-08-24,east,1743.0
13050,2020-09-19,east,1737.0
982,2019-07-16,east,1539.0
30,2019-06-12,east,1548.0
1682,2019-08-10,east,1557.0
1626,2019-08-08,east,1629.0
2578,2019-09-11,east,1746.0
926,2019-07-14,east,1620.0
2,2019-06-11,east,1785.0
954,2019-07-15,east,1725.0
1654,2019-08-09,east,1659.0
2550,2019-09-10,east,1632.0
1542,2019-08-05,east,1626.0
2522,2019-09-09,east,1773.0
13190,2020-09-24,east,1560.0
13638,2020-10-10,east,1671.0
13274,2020-09-27,east,1626.0
1486,2019-08-03,east,1764.0
198,2019-06-18,east,1776.0
814,2019-07-10,east,1632.0
226,2019-06-19,east,1614.0
2130,2019-08-26,east,1653.0
1038,2019-07-18,east,1767.0
1738,2019-08-12,east,1650.0
170,2019-06-17,east,1536.0
2466,2019-09-07,east,1782.0
1514,2019-08-04,east,1743.0
13162,2020-09-23,east,1734.0
2494,2019-09-08,east,1620.0
842,2019-07-11,east,1704.0
1064,2019-07-19,north,1626.0
7560,2020-03-07,north,1641.0
7196,2020-02-23,north,1638.0
7756,2020-03-14,north,1662.0
7784,2020-03-15,north,1500.0
11760,2020-08-04,north,1539.0
7504,2020-03-05,north,1794.0
1176,2019-07-23,north,1770.0
7140,2020-02-21,north,1761.0
7840,2020-03-17,north,1701.0
7532,2020-03-06,north,1623.0
13440,2020-10-03,north,1515.0
7476,2020-03-04,north,1773.0
7168,2020-02-22,north,1545.0
980,2019-07-16,north,1518.0
11928,2020-08-10,north,1545.0
7112,2020-02-20,north,1518.0
7812,2020-03-16,north,1650.0
7644,2020-03-10,north,1644.0
11844,2020-08-07,north,1740.0
7392,2020-03-01,north,1593.0
1120,2019-07-21,north,1746.0
7364,2020-02-29,north,1671.0
11872,2020-08-08,north,1728.0
7672,2020-03-11,north,1605.0
7336,2020-02-28,north,1509.0
7420,2020-03-02,north,1509.0
7616,2020-03-09,north,1719.0
