date,region
2020-03-24,south
2020-03-24,east
2020-03-24,west
2020-03-25,north
2020-03-25,south
2020-03-25,east
2020-03-25,west
2020-03-26,north
2020-03-26,south
2020-03-26,east
2020-03-26,west
2020-03-27,north
2020-03-27,south
2020-03-27,east
2020-03-27,west
2020-03-28,north
2020-03-28,south
2020-03-28,east
2020-03-28,west
2020-03-29,north
2020-03-29,south
2020-03-29,east
2020-03-29,west
2020-03-30,north
2020-03-30,south
2020-03-30,east
2020-03-30,west
2020-03-31,north
2020-03-31,south
2020-03-31,east
2020-03-31,west
2020-04-01,north
2020-04-01,south
2020-04-01,east
2020-04-01,west
2020-04-02,north
2020-04-02,south
2020-04-02,east
2020-04-02,west
2020-04-03,north
2020-04-03,south
2020-04-03,east
2020-04-03,west
2020-04-04,north
2020-04-04,south
2020-04-04,east
2020-04-04,west
2020-04-05,north
2020-04-05,south
2020-04-05,east
2020-04-05,west
2020-04-06,north
2020-04-06,south
2020-04-06,east
2020-04-06,west
2020-04-07,north
2020-04-07,south
2020-04-07,east
2020-04-07,west
2020-04-08,north
2020-04-08,south
2020-04-08,east
2020-04-08,west
2020-04-09,north
2020-04-09,south
2020-04-09,east
2020-04-09,west
2020-04-10,north
2020-04-10,south
2020-04-10,east
2020-04-10,west
2020-04-11,north
2020-04-11,south
2020-04-11,east
2020-04-11,west
2020-04-12,north
2020-04-12,south
2020-04-12,east
2020-04-12,west
2020-04-13,north
2020-04-13,south
2020-04-13,east
2020-04-13,west
2020-04-14,north
2020-04-14,south
2020-04-14,east
2020-04-14,west
2020-04-15,north
2020-04-15,south
2020-04-15,east
2020-04-15,west
2020-04-16,north
2020-04-16,south
2020-04-16,east
2020-04-16,west
2020-04-17,north
2020-04-17,south
2020-04-17,east
2020-04-17,west
2020-04-18,north
2020-04-18,south
2020-04-18,east
2020-04-18,west
2020-04-19,north
2020-04-19,south
2020-04-19,east
2020-04-19,west
2020-04-20,north
2020-04-20,south
2020-04-20,east
2020-04-20,west
2020-04-21,north
2020-04-21,south
2020-04-21,east
2020-04-21,west
2020-04-22,north
2020-04-22,south
2020-04-22,east
2020-04-22,west
2020-04-23,north
2020-04-23,south
2020-04-23,east
2020-04-23,west
2020-04-24,north
2020-04-24,south
2020-04-24,east
2020-04-24,west
2020-04-25,north
2020-04-25,south
2020-04-25,east
2020-04-25,west
2020-04-26,north
2020-04-26,south
2020-04-26,east
2020-04-26,west
2020-04-27,north
2020-04-27,south
2020-04-27,east
2020-04-27,west
2020-04-28,north
2020-04-28,south
2020-04-28,east
2020-04-28,west
2020-04-29,north
2020-04-29,south
2020-04-29,east
2020-04-29,west
2020-04-30,north
2020-04-30,south
2020-04-30,east
2020-04-30,west
2020-05-01,north
2020-05-01,south
2020-05-01,east
2020-05-01,west
2020-05-02,north
2020-05-02,south
2020-05-02,east
2020-05-02,west
2020-05-03,north
2020-05-03,south
2020-05-03,east
2020-05-03,west
2020-05-04,north
2020-05-04,south
2020-05-04,east
2020-05-04,west
2020-05-05,north
2020-05-05,south
2020-05-05,east
2020-05-05,west
2020-05-06,north
2020-05-06,south
2020-05-06,east
2020-05-06,west
2020-05-07,north
2020-05-07,south
2020-05-07,east
2020-05-07,west
2020-05-08,north
2020-05-08,south
2020-05-08,east
2020-05-08,west
2020-05-09,north
2020-05-09,south
2020-05-09,east
2020-05-09,west
2020-05-10,north
2020-05-10,south
2020-05-10,east
2020-05-10,west
2020-05-11,north
2020-05-11,south
2020-05-11,east
2020-05-11,west
2020-05-12,north
2020-05-12,south
2020-05-12,east
2020-05-12,west
2020-05-13,north
2020-05-13,south
2020-05-13,east
2020-05-13,west
2020-05-14,north
2020-05-14,south
2020-05-14,east
2020-05-14,west
2020-05-15,north
2020-05-15,south
2020-05-15,east
2020-05-15,west
2020-05-16,north
2020-05-16,south
2020-05-16,east
2020-05-16,west
2020-05-17,north
2020-05-17,south
2020-05-17,east
2020-05-17,west
2020-05-18,north
2020-05-18,south
2020-05-18,east
2020-05-18,west
2020-05-19,north
2020-05-19,south
2020-05-19,east
2020-05-19,west
2020-05-20,north
2020-05-20,south
2020-05-20,east
2020-05-20,west
2020-05-21,north
2020-05-21,south
2020-05-21,east
2020-05-21,west
2020-05-22,north
2020-05-22,south
2020-05-22,east
2020-05-22,west
2020-05-23,north
2020-05-23,south
2020-05-23,east
2020-05-23,west
2020-05-24,north
2020-05-24,south
2020-05-24,east
2020-05-24,west
2020-05-25,north
2020-05-25,south
2020-05-25,east
2020-05-25,west
2020-05-26,north
2020-05-26,south
2020-05-26,east
2020-05-26,west
2020-05-27,north
2020-05-27,south
2020-05-27,east
2020-05-27,west
2020-05-28,north
2020-05-28,south
2020-05-28,east
2020-05-28,west
2020-05-29,north
2020-05-29,south
2020-05-29,east
2020-05-29,west
2020-05-30,north
2020-05-30,south
2020-05-30,east
2020-05-30,west
2020-05-31,north
2020-05-31,south
2020-05-31,east
2020-05-31,west
2020-06-01,north
2020-06-01,south
2020-06-01,east
2020-06-01,west
2020-06-02,north
2020-06-02,south
2020-06-02,east
2020-06-02,west
2020-06-03,north
2020-06-03,south
2020-06-03,east
2020-06-03,west
2020-06-04,north
2020-06-04,south
2020-06-04,east
2020-06-04,west
2020-06-05,north
2020-06-05,south
2020-06-05,east
2020-06-05,west
2020-06-06,north
2020-06-06,south
2020-06-06,east
2020-06-06,west
2020-06-07,north
2020-06-07,south
2020-06-07,east
2020-06-07,west
2020-06-08,north
2020-06-08,south
2020-06-08,east
2020-06-08,west
2020-06-09,north
2020-06-09,south
2020-06-09,east
2020-06-09,west
2020-06-10,north
2020-06-10,south
2020-06-10,east
2020-06-10,west
2020-06-11,north
2020-06-11,south
2020-06-11,east
2020-06-11,west
2020-06-12,north
2020-06-12,south
2020-06-12,east
2020-06-12,west
2020-06-13,north
2020-06-13,south
2020-06-13,east
2020-06-13,west
2020-06-14,north
2020-06-14,south
2020-06-14,east
2020-06-14,west
2020-06-15,north
2020-06-15,south
2020-06-15,east
2020-06-15,west
2020-06-16,north
2020-06-16,south
2020-06-16,east
2020-06-16,west
2020-06-17,north
2020-06-17,south
2020-06-17,east
2020-06-17,west
2020-06-18,north
2020-06-18,south
2020-06-18,east
2020-06-18,west
2020-06-19,north
2020-06-19,south
2020-06-19,east
2020-06-19,west
2020-06-20,north
2020-06-20,south
2020-06-20,east
2020-06-20,west
2020-06-21,north
2020-06-21,south
2020-06-21,east
2020-06-21,west
2020-06-22,north
2020-06-22,south
2020-06-22,east
2020-06-22,west
2020-06-23,north
2020-06-23,south
2020-06-23,east
2020-06-23,west
2020-06-24,north
2020-06-24,south
2020-06-24,east
2020-06-24,west
2020-06-25,north
2020-06-25,south
2020-06-25,east
2020-06-25,west
2020-06-26,north
2020-06-26,south
2020-06-26,east
2020-06-26,west
2020-06-27,north
2020-06-27,south
2020-06-27,east
2020-06-27,west
2020-06-28,north
2020-06-28,south
2020-06-28,east
2020-06-28,west
2020-06-29,north
2020-06-29,south
2020-06-29,east
2020-06-29,west
2020-06-30,north
2020-06-30,south
2020-06-30,east
2020-06-30,west
2020-07-01,north
2020-07-01,south
2020-07-01,east
2020-07-01,west
2020-07-02,north
2020-07-02,south
2020-07-02,east
2020-07-02,west
2020-07-03,north
2020-07-03,south
2020-07-03,east
2020-07-03,west
2020-07-04,north
2020-07-04,south
2020-07-04,east
2020-07-04,west
2020-07-05,north
2020-07-05,south
2020-07-05,east
2020-07-05,west
2020-07-06,north
2020-07-06,south
2020-07-06,east
2020-07-06,west
2020-07-07,north
2020-07-07,south
2020-07-07,east
2020-07-07,west
2020-07-08,north
2020-07-08,south
2020-07-08,east
2020-07-08,west
2020-07-09,north
2020-07-09,south
2020-07-09,east
2020-07-09,west
2020-07-10,north
2020-07-10,south
2020-07-10,east
2020-07-10,west
2020-07-11,north
2020-07-11,south
2020-07-11,east
2020-07-11,west
2020-07-12,north
2020-07-12,south
2020-07-12,east
2020-07-12,west
2020-07-13,north
2020-07-13,south
2020-07-13,east
2020-07-13,west
2020-07-14,north
2020-07-14,south
2020-07-14,east
2020-07-14,west
2020-07-15,north
2020-07-15,south
2020-07-15,east
2020-07-15,west
2020-07-16,north
2020-07-16,south
2020-07-16,east
2020-07-16,west
2020-07-17,north
2020-07-17,south
2020-07-17,east
2020-07-17,west
2020-07-18,north
2020-07-18,south
2020-07-18,east
2020-07-18,west
2020-07-19,north
2020-07-19,south
2020-07-19,east
2020-07-19,west
2020-07-20,north
2020-07-20,south
2020-07-20,east
2020-07-20,west
2020-07-21,north
2020-07-21,south
2020-07-21,east
2020-07-21,west
2020-07-22,north
2020-07-22,south
2020-07-22,east
2020-07-22,west
2020-07-23,north
2020-07-23,south
2020-07-23,east
2020-07-23,west
2020-07-24,north
2020-07-24,south
2020-07-24,east
2020-07-24,west
2020-07-25,north
2020-07-25,south
2020-07-25,east
2020-07-25,west
2020-07-26,north
2020-07-26,south
2020-07-26,east
2020-07-26,west
2020-07-27,north
2020-07-27,south
2020-07-27,east
2020-07-27,west
2020-07-28,north
2020-07-28,south
2020-07-28,east
2020-07-28,west
2020-07-29,north
2020-07-29,south
2020-07-29,east
2020-07-29,west
2020-07-30,north
2020-07-30,south
2020-07-30,east
2020-07-30,west
2020-07-31,north
2020-07-31,south
2020-07-31,east
2020-07-31,west
2020-08-01,north
2020-08-01,south
2020-08-01,east
2020-08-01,west
2020-08-02,north
2020-08-02,south
2020-08-02,east
2020-08-02,west
2020-08-03,north
2020-08-03,south
2020-08-03,east
2020-08-03,west
2020-08-04,north
2020-08-04,south
2020-08-04,east
2020-08-04,west
2020-08-05,north
2020-08-05,south
2020-08-05,east
2020-08-05,west
2020-08-06,north
2020-08-06,south
2020-08-06,east
2020-08-06,west
2020-08-07,north
2020-08-07,south
2020-08-07,east
2020-08-07,west
2020-08-08,north
2020-08-08,south
2020-08-08,east
2020-08-08,west
2020-08-09,north
2020-08-09,south
2020-08-09,east
2020-08-09,west
2020-08-10,north
2020-08-10,south
2020-08-10,east
2020-08-10,west
2020-08-11,north
2020-08-11,south
2020-08-11,east
2020-08-11,west
2020-08-12,north
2020-08-12,south
2020-08-12,east
2020-08-12,west
2020-08-13,north
2020-08-13,south
2020-08-13,east
2020-08-13,west
2020-08-14,north
2020-08-14,south
2020-08-14,east
2020-08-14,west
2020-08-15,north
2020-08-15,south
2020-08-15,east
2020-08-15,west
2020-08-16,north
2020-08-16,south
2020-08-16,east
2020-08-16,west
2020-08-17,north
2020-08-17,south
2020-08-17,east
2020-08-17,west
2020-08-18,north
2020-08-18,south
2020-08-18,east
2020-08-18,west
2020-08-19,north
2020-08-19,south
2020-08-19,east
2020-08-19,west
2020-08-20,north
2020-08-20,south
2020-08-20,east
2020-08-20,west
2020-08-21,north
2020-08-21,south
2020-08-21,east
2020-08-21,west
2020-08-22,north
2020-08-22,south
2020-08-22,east
2020-08-22,west
2020-08-23,north
2020-08-23,south
2020-08-23,east
2020-08-23,west
2020-08-24,north
2020-08-24,south
2020-08-24,east
2020-08-24,west
2020-08-25,north
2020-08-25,south
2020-08-25,east
2020-08-25,west
2020-08-26,north
2020-08-26,south
2020-08-26,east
2020-08-26,west
2020-08-27,north
2020-08-27,south
2020-08-27,east
2020-08-27,west
2020-08-28,north
2020-08-28,south
2020-08-28,east
2020-08-28,west
2020-08-29,north
2020-08-29,south
2020-08-29,east
2020-08-29,west
2020-08-30,north
2020-08-30,south
2020-08-30,east
2020-08-30,west
2020-08-31,north
2020-08-31,south
2020-08-31,east
2020-08-31,west
2020-09-01,north
2020-09-01,south
2020-09-01,east
2020-09-01,west
2020-09-02,north
2020-09-02,south
2020-09-02,east
2020-09-02,west
2020-09-03,north
2020-09-03,south
2020-09-03,east
2020-09-03,west
2020-09-04,north
2020-09-04,south
2020-09-04,east
2020-09-04,west
2020-09-05,north
2020-09-05,south
2020-09-05,east
2020-09-05,west
2020-09-06,north
2020-09-06,south
2020-09-06,east
2020-09-06,west
2020-09-07,north
2020-09-07,south
2020-09-07,east
2020-09-07,west
2020-09-08,north
2020-09-08,south
2020-09-08,east
2020-09-08,west
2020-09-09,north
2020-09-09,south
2020-09-09,east
2020-09-09,west
2020-09-10,north
2020-09-10,south
2020-09-10,east
2020-09-10,west
2020-09-11,north
2020-09-11,south
2020-09-11,east
2020-09-11,west
2020-09-12,north
2020-09-12,south
2020-09-12,east
2020-09-12,west
2020-09-13,north
2020-09-13,south
2020-09-13,east
2020-09-13,west
2020-09-14,north
2020-09-14,south
2020-09-14,east
2020-09-14,west
2020-09-15,north
2020-09-15,south
2020-09-15,east
2020-09-15,west
2020-09-16,north
2020-09-16,south
2020-09-16,east
2020-09-16,west
2020-09-17,north
2020-09-17,south
2020-09-17,east
2020-09-17,west
2020-09-18,north
2020-09-18,south
2020-09-18,east
2020-09-18,west
2020-09-19,north
2020-09-19,south
2020-09-19,east
2020-09-19,west
2020-09-20,north
2020-09-20,south
2020-09-20,east
2020-09-20,west
2020-09-21,north
2020-09-21,south
2020-09-21,east
2020-09-21,west
2020-09-22,north
2020-09-22,south
2020-09-22,east
2020-09-22,west
2020-09-23,north
2020-09-23,south
2020-09-23,east
2020-09-23,west
2020-09-24,north
2020-09-24,south
2020-09-24,east
2020-09-24,west
2020-09-25,north
2020-09-25,south
2020-09-25,east
2020-09-25,west
2020-09-26,north
2020-09-26,south
2020-09-26,east
2020-09-26,west
2020-09-27,north
2020-09-27,south
2020-09-27,east
2020-09-27,west
2020-09-28,north
2020-09-28,south
2020-09-28,east
2020-09-28,west
2020-09-29,north
2020-09-29,south
2020-09-29,east
2020-09-29,west
2020-09-30,north
2020-09-30,south
2020-09-30,east
2020-09-30,west
2020-10-01,north
2020-10-01,south
2020-10-01,east
2020-10-01,west
2020-10-02,north
2020-10-02,south
2020-10-02,east
2020-10-02,west
2020-10-03,north
2020-10-03,south
2020-10-03,east
2020-10-03,west
2020-10-04,north
2020-10-04,south
2020-10-04,east
2020-10-04,west
2020-10-05,north
2020-10-05,south
2020-10-05,east
2020-10-05,west
2020-10-06,north
2020-10-06,south
2020-10-06,east
2020-10-06,west
2020-10-07,north
2020-10-07,south
2020-10-07,east
2020-10-07,west
2020-10-08,north
2020-10-08,south
2020-10-08,east
2020-10-08,west
2020-10-09,north
2020-10-09,south
2020-10-09,east
2020-10-09,west
2020-10-10,north
2020-10-10,south
2020-10-10,east
2020-10-10,west
2020-10-11,north
2020-10-11,south
2020-10-11,east
2020-10-11,west
2020-10-12,north
2020-10-12,south
2020-10-12,east
2020-10-12,west
2020-10-13,north
2020-10-13,south
2020-10-13,east
2020-10-13,west
2020-10-14,north
2020-10-14,south
2020-10-14,east
2020-10-14,west
2020-10-15,north
2020-10-15,south
2020-10-15,east
2020-10-15,west
2020-10-16,north
2020-10-16,south
2020-10-16,east
2020-10-16,west
2020-10-17,north
2020-10-17,south
2020-10-17,east
2020-10-17,west
2020-10-18,north
2020-10-18,south
2020-10-18,east
2020-10-18,west
2020-10-19,north
2020-10-19,south
2020-10-19,east
2020-10-19,west
2020-10-20,north
2020-10-20,south
2020-10-20,east
2020-10-20,west
2020-10-21,north
2020-10-21,south
2020-10-21,east
2020-10-21,west
2020-10-22,north
2020-10-22,south
2020-10-22,east
2020-10-22,west
2020-10-23,north
2020-10-23,south
2020-10-23,east
2020-10-23,west
2020-10-24,north
2020-10-24,south
2020-10-24,east
2020-10-24,west
2020-10-25,north
2020-10-25,south
2020-10-25,east
2020-10-25,west
2020-10-26,north
2020-10-26,south
2020-10-26,east
2020-10-26,west
2020-10-27,north
2020-10-27,south
2020-10-27,east
2020-10-27,west
2020-10-28,north
2020-10-28,south
2020-10-28,east
2020-10-28,west
2020-10-29,north
2020-10-29,south
2020-10-29,east
2020-10-29,west
2020-10-30,north
2020-10-30,south
2020-10-30,east
2020-10-30,west
2020-10-31,north
2020-10-31,south
2020-10-31,east
2020-10-31,west
2020-11-01,north
2020-11-01,south
2020-11-01,east
2020-11-01,west
2020-11-02,north
2020-11-02,south
2020-11-02,east
2020-11-02,west
2020-11-03,north
2020-11-03,south
2020-11-03,east
2020-11-03,west
2020-11-04,north
2020-11-04,south
2020-11-04,east
2020-11-04,west
2020-11-05,north
2020-11-05,south
2020-11-05,east
2020-11-05,west
2020-11-06,north
2020-11-06,south
2020-11-06,east
2020-11-06,west
2020-11-07,north
2020-11-07,south
2020-11-07,east
2020-11-07,west
2020-11-08,north
2020-11-08,south
2020-11-08,east
2020-11-08,west
2020-11-09,north
2020-11-09,south
2020-11-09,east
2020-11-09,west
2020-11-10,north
2020-11-10,south
2020-11-10,east
2020-11-10,west
2020-11-11,north
2020-11-11,south
2020-11-11,east
2020-11-11,west
2020-11-12,north
2020-11-12,south
2020-11-12,east
2020-11-12,west
2020-11-13,north
2020-11-13,south
2020-11-13,east
2020-11-13,west
2020-11-14,north
2020-11-14,south
2020-11-14,east
2020-11-14,west
2020-11-15,north
2020-11-15,south
2020-11-15,east
2020-11-15,west
2020-11-16,north
2020-11-16,south
2020-11-16,east
2020-11-16,west
2020-11-17,north
2020-11-17,south
2020-11-17,east
2020-11-17,west
2020-11-18,north
2020-11-18,south
2020-11-18,east
2020-11-18,west
2020-11-19,north
2020-11-19,south
2020-11-19,east
2020-11-19,west
2020-11-20,north
2020-11-20,south
2020-11-20,east
2020-11-20,west
2020-11-21,north
2020-11-21,south
2020-11-21,east
2020-11-21,west
2020-11-22,north
2020-11-22,south
2020-11-22,east
2020-11-22,west
2020-11-23,north
2020-11-23,south
2020-11-23,east
2020-11-23,west
2020-11-24,north
2020-11-24,south
2020-11-24,east
2020-11-24,west
2020-11-25,north
2020-11-25,south
2020-11-25,east
2020-11-25,west
2020-11-26,north
2020-11-26,south
2020-11-26,east
2020-11-26,west
2020-11-27,north
2020-11-27,south
2020-11-27,east
2020-11-27,west
2020-11-28,north
2020-11-28,south
2020-11-28,east
2020-11-28,west
2020-11-29,north
2020-11-29,south
2020-11-29,east
2020-11-29,west
2020-11-30,north
2020-11-30,south
2020-11-30,east
2020-11-30,west
2020-12-01,north
2020-12-01,south
2020-12-01,east
2020-12-01,west
2020-12-02,north
2020-12-02,south
2020-12-02,east
2020-12-02,west
2020-12-03,north
2020-12-03,south
2020-12-03,east
2020-12-03,west
2020-12-04,north
2020-12-04,south
2020-12-04,east
2020-12-04,west
2020-12-05,north
2020-12-05,south
2020-12-05,east
2020-12-05,west
2020-12-06,north
2020-12-06,south
2020-12-06,east
2020-12-06,west
2020-12-07,north
2020-12-07,south
2020-12-07,east
2020-12-07,west
2020-12-08,north
2020-12-08,south
2020-12-08,east
2020-12-08,west
2020-12-09,north
2020-12-09,south
2020-12-09,east
2020-12-09,west
2020-12-10,north
2020-12-10,south
2020-12-10,east
2020-12-10,west
2020-12-11,north
2020-12-11,south
2020-12-11,east
2020-12-11,west
2020-12-12,north
2020-12-12,south
2020-12-12,east
2020-12-12,west
2020-12-13,north
2020-12-13,south
2020-12-13,east
2020-12-13,west
2020-12-14,north
2020-12-14,south
2020-12-14,east
2020-12-14,west
2020-12-15,north
2020-12-15,south
2020-12-15,east
2020-12-15,west
2020-12-16,north
2020-12-16,south
2020-12-16,east
2020-12-16,west
2020-12-17,north
2020-12-17,south
2020-12-17,east
2020-12-17,west
2020-12-18,north
2020-12-18,south
2020-12-18,east
2020-12-18,west
2020-12-19,north
2020-12-19,south
2020-12-19,east
2020-12-19,west
2020-12-20,north
2020-12-20,south
2020-12-20,east
2020-12-20,west
2020-12-21,north
2020-12-21,south
2020-12-21,east
2020-12-21,west
2020-12-22,north
2020-12-22,south
2020-12-22,east
2020-12-22,west
2020-12-23,north
2020-12-23,south
2020-12-23,east
2020-12-23,west
2020-12-24,north
2020-12-24,south
2020-12-24,east
2020-12-24,west
2020-12-25,north
2020-12-25,south
2020-12-25,east
2020-12-25,west
2020-12-26,north
2020-12-26,south
2020-12-26,east
2020-12-26,west
2020-12-27,north
2020-12-27,south
2020-12-27,east
2020-12-27,west
2020-12-28,north
2020-12-28,south
2020-12-28,east
2020-12-28,west
2020-12-29,north
2020-12-29,south
2020-12-29,east
2020-12-29,west
2020-12-30,north
2020-12-30,south
2020-12-30,east
2020-12-30,west
2020-12-31,north
2020-12-31,south
2020-12-31,east
2020-12-31,west
2021-01-01,north
2021-01-01,south
2021-01-01,east
2021-01-01,west
2021-01-02,north
2021-01-02,south
2021-01-02,east
2021-01-02,west
2021-01-03,north
2021-01-03,south
2021-01-03,east
2021-01-03,west
2021-01-04,north
2021-01-04,south
2021-01-04,east
2021-01-04,west
2021-01-05,north
2021-01-05,south
2021-01-05,east
2021-01-05,west
2021-01-06,north
2021-01-06,south
2021-01-06,east
2021-01-06,west
2021-01-07,north
2021-01-07,south
2021-01-07,east
2021-01-07,west
2021-01-08,north
2021-01-08,south
2021-01-08,east
2021-01-08,west
2021-01-09,north
2021-01-09,south
2021-01-09,east
2021-01-09,west
2021-01-10,north
2021-01-10,south
2021-01-10,east
2021-01-10,west
2021-01-11,north
2021-01-11,south
2021-01-11,east
2021-01-11,west
2021-01-12,north
2021-01-12,south
2021-01-12,east
2021-01-12,west
2021-01-13,north
2021-01-13,south
2021-01-13,east
2021-01-13,west
2021-01-14,north
2021-01-14,south
2021-01-14,east
2021-01-14,west
2021-01-15,north
2021-01-15,south
2021-01-15,east
2021-01-15,west
2021-01-16,north
2021-01-16,south
2021-01-16,east
2021-01-16,west
2021-01-17,north
2021-01-17,south
2021-01-17,east
2021-01-17,west
2021-01-18,north
2021-01-18,south
2021-01-18,east
2021-01-18,west
2021-01-19,north
2021-01-19,south
2021-01-19,east
2021-01-19,west
2021-01-20,north
2021-01-20,south
2021-01-20,east
2021-01-20,west
2021-01-21,north
2021-01-21,south
2021-01-21,east
2021-01-21,west
2021-01-22,north
2021-01-22,south
2021-01-22,east
2021-01-22,west
2021-01-23,north
2021-01-23,south
2021-01-23,east
2021-01-23,west
2021-01-24,north
2021-01-24,south
2021-01-24,east
2021-01-24,west
2021-01-25,north
2021-01-25,south
2021-01-25,east
2021-01-25,west
2021-01-26,north
2021-01-26,south
2021-01-26,east
2021-01-26,west
2021-01-27,north
2021-01-27,south
2021-01-27,east
2021-01-27,west
2021-01-28,north
2021-01-28,south
2021-01-28,east
2021-01-28,west
2021-01-29,north
2021-01-29,south
2021-01-29,east
2021-01-29,west
2021-01-30,north
2021-01-30,south
2021-01-30,east
2021-01-30,west
2021-01-31,north
2021-01-31,south
2021-01-31,east
2021-01-31,west
2021-02-01,north
2021-02-01,south
2021-02-01,east
2021-02-01,west
2021-02-02,north
2021-02-02,south
2021-02-02,east
2021-02-02,west
2021-02-03,north
2021-02-03,south
2021-02-03,east
2021-02-03,west
2021-02-04,north
2021-02-04,south
2021-02-04,east
2021-02-04,west
2021-02-05,north
2021-02-05,south
2021-02-05,east
2021-02-05,west
2021-02-06,north
2021-02-06,south
2021-02-06,east
2021-02-06,west
2021-02-07,north
2021-02-07,south
2021-02-07,east
2021-02-07,west
2021-02-08,north
2021-02-08,south
2021-02-08,east
2021-02-08,west
2021-02-09,north
2021-02-09,south
2021-02-09,east
2021-02-09,west
2021-02-10,north
2021-02-10,south
2021-02-10,east
2021-02-10,west
2021-02-11,north
2021-02-11,south
2021-02-11,east
2021-02-11,west
2021-02-12,north
2021-02-12,south
2021-02-12,east
2021-02-12,west
2021-02-13,north
2021-02-13,south
2021-02-13,east
2021-02-13,west
2021-02-14,north
2021-02-14,south
2021-02-14,east
2021-02-14,west
2021-02-15,north
2021-02-15,south
2021-02-15,east
2021-02-15,west
2021-02-16,north
2021-02-16,south
2021-02-16,east
2021-02-16,west
2021-02-17,north
2021-02-17,south
2021-02-17,east
2021-02-17,west
2021-02-18,north
2021-02-18,south
2021-02-18,east
2021-02-18,west
2021-02-19,north
2021-02-19,south
2021-02-19,east
2021-02-19,west
2021-02-20,north
2021-02-20,south
2021-02-20,east
2021-02-20,west
2021-02-21,north
2021-02-21,south
2021-02-21,east
2021-02-21,west
2021-02-22,north
2021-02-22,south
2021-02-22,east
2021-02-22,west
2021-02-23,north
2021-02-23,south
2021-02-23,east
2021-02-23,west
2021-02-24,north
2021-02-24,south
2021-02-24,east
2021-02-24,west
2021-02-25,north
2021-02-25,south
2021-02-25,east
2021-02-25,west
2021-02-26,north
2021-02-26,south
2021-02-26,east
2021-02-26,west
2021-02-27,north
2021-02-27,south
2021-02-27,east
2021-02-27,west
2021-02-28,north
2021-02-28,south
2021-02-28,east
2021-02-28,west
2021-03-01,north
2021-03-01,south
2021-03-01,east
2021-03-01,west
2021-03-02,north
2021-03-02,south
2021-03-02,east
2021-03-02,west
2021-03-03,north
2021-03-03,south
2021-03-03,east
2021-03-03,west
2021-03-04,north
2021-03-04,south
2021-03-04,east
2021-03-04,west
2021-03-05,north
2021-03-05,south
2021-03-05,east
2021-03-05,west
2021-03-06,north
2021-03-06,south
2021-03-06,east
2021-03-06,west
2021-03-07,north
2021-03-07,south
2021-03-07,east
2021-03-07,west
2021-03-08,north
2021-03-08,south
2021-03-08,east
2021-03-08,west
2021-03-09,north
2021-03-09,south
2021-03-09,east
2021-03-09,west
2021-03-10,north
2021-03-10,south
2021-03-10,east
2021-03-10,west
2021-03-11,north
2021-03-11,south
2021-03-11,east
2021-03-11,west
2021-03-12,north
2021-03-12,south
2021-03-12,east
2021-03-12,west
2021-03-13,north
2021-03-13,south
2021-03-13,east
2021-03-13,west
2021-03-14,north
2021-03-14,south
2021-03-14,east
2021-03-14,west
2021-03-15,north
2021-03-15,south
2021-03-15,east
2021-03-15,west
2021-03-16,north
2021-03-16,south
2021-03-16,east
2021-03-16,west
2021-03-17,north
2021-03-17,south
2021-03-17,east
2021-03-17,west
2021-03-18,north
2021-03-18,south
2021-03-18,east
2021-03-18,west
2021-03-19,north
2021-03-19,south
2021-03-19,east
2021-03-19,west
2021-03-20,north
2021-03-20,south
2021-03-20,east
2021-03-20,west
2021-03-21,north
2021-03-21,south
2021-03-21,east
2021-03-21,west
2021-03-22,north
2021-03-22,south
2021-03-22,east
2021-03-22,west
2021-03-23,north
2021-03-23,south
2021-03-23,east
2021-03-23,west
2021-03-24,north
2021-03-24,south
2021-03-24,east
2021-03-24,west
2021-03-25,north
2021-03-25,south
2021-03-25,east
2021-03-25,west
2021-03-26,north
2021-03-26,south
2021-03-26,east
2021-03-26,west
2021-03-27,north
2021-03-27,south
2021-03-27,east
2021-03-27,west
2021-03-28,north
2021-03-28,south
2021-03-28,east
2021-03-28,west
2021-03-29,north
2021-03-29,south
2021-03-29,east
2021-03-29,west
2021-03-30,north
2021-03-30,south
2021-03-30,east
2021-03-30,west
2021-03-31,north
2021-03-31,south
2021-03-31,east
2021-03-31,west
2021-04-01,north
2021-04-01,south
2021-04-01,east
2021-04-01,west
2021-04-02,north
2021-04-02,south
2021-04-02,east
2021-04-02,west
2021-04-03,north
2021-04-03,south
2021-04-03,east
2021-04-03,west
2021-04-04,north
2021-04-04,south
2021-04-04,east
2021-04-04,west
2021-04-05,north
2021-04-05,south
2021-04-05,east
2021-04-05,west
2021-04-06,north
2021-04-06,south
2021-04-06,east
2021-04-06,west
2021-04-07,north
2021-04-07,south
2021-04-07,east
2021-04-07,west
2021-04-08,north
2021-04-08,south
2021-04-08,east
2021-04-08,west
2021-04-09,north
2021-04-09,south
2021-04-09,east
2021-04-09,west
2021-04-10,north
2021-04-10,south
2021-04-10,east
2021-04-10,west
2021-04-11,north
2021-04-11,south
2021-04-11,east
2021-04-11,west
2021-04-12,north
2021-04-12,south
2021-04-12,east
2021-04-12,west
2021-04-13,north
2021-04-13,south
2021-04-13,east
2021-04-13,west
2021-04-14,north
2021-04-14,south
2021-04-14,east
2021-04-14,west
2021-04-15,north
2021-04-15,south
2021-04-15,east
2021-04-15,west
2021-04-16,north
2021-04-16,south
2021-04-16,east
2021-04-16,west
